envId,threshold_mean,threshold_std,threshold_min,threshold_max,exceedance_mean,exceedance_std,reward_mean,reward_std,config_name,overall_score
0,1.0047170881397742,0.14820059447413672,1.0,8.569713115692139,0.0,0.0,-0.0036795384959260953,0.0006213266583773506,sac_lam2_005,-0.016580778269864767
1,9.908671816885471,1.1022801651402903,1.0,13.48542058467865,0.08714181286549708,0.07087176395167898,-0.01704303616230997,0.014515500611258211,sac_lam2_005,-0.016580778269864767
2,18.445857209099664,3.61673762284453,9.234850406646729,25.978354930877686,0.07967105263157895,0.06809501909836607,-0.02466208143845304,0.012256294008821958,sac_lam2_005,-0.016580778269864767
3,30.355714803850496,6.489887133274128,15.868914365768433,42.117148995399475,0.09299147048290077,0.07250391595296457,-0.037945016923970586,0.014121619226992411,sac_lam2_005,-0.016580778269864767
