step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
169,0,0,9,11,1.0,-0.12935829162597656,1.0,0.0,-0.0036673357244580984
170,0,0,9,12,1.0,-0.11929678916931152,1.0,0.0,-0.0036423171404749155
171,0,0,9,13,1.0,-0.08289110660552979,1.0,0.0,-0.00356870936229825
172,0,0,9,14,1.0,-0.1787196397781372,1.0,0.0,-0.003819407196715474
173,0,0,9,15,1.0,-0.1803823709487915,1.0,0.0,-0.003825377905741334
174,0,0,9,16,1.0,-0.045185208320617676,1.0,0.0,-0.0035204170271754265
175,0,0,9,17,1.0,-0.08317196369171143,1.0,0.0,-0.003569175722077489
176,0,0,9,18,1.0,-0.14989209175109863,1.0,0.0,-0.003724676324054599
177,0,0,9,19,1.0,-0.19576215744018555,1.0,0.0,-0.0038832281716167927
178,0,0,9,20,1.0,-0.24628221988677979,1.0,0.0,-0.004106549546122551
179,0,0,10,1,1.0,-0.22761619091033936,1.0,0.0,-0.004018091131001711
180,0,0,10,2,1.0,-0.14945697784423828,1.0,0.0,-0.003723373869433999
181,0,0,10,3,1.0,-0.14446783065795898,1.0,0.0,-0.0037087094970047474
182,0,0,10,4,1.0,-0.21387112140655518,1.0,0.0,-0.003957408480346203
183,0,0,10,5,1.0,-0.2386995553970337,1.0,0.0,-0.004069774877279997
184,0,0,10,6,1.0,-0.24250304698944092,1.0,0.0,-0.00408807722851634
185,0,0,10,7,1.0,-0.19625544548034668,1.0,0.0,-0.0038851620629429817
186,0,0,10,8,1.0,-0.12862145900726318,1.0,0.0,-0.0036654348950833082
187,0,0,10,9,1.0,-0.13410162925720215,1.0,0.0,-0.0036798324435949326
188,0,0,10,10,1.0,-0.1345287561416626,1.0,0.0,-0.003680979833006859
189,0,0,10,11,1.0,-0.14255762100219727,1.0,0.0,-0.003703226801007986
190,0,0,10,12,1.0,-0.1016315221786499,1.0,0.0,-0.0036032896023243666
191,0,0,10,13,1.0,-0.13280391693115234,1.0,0.0,-0.0036763688549399376
192,0,0,10,14,1.0,-0.1937164068222046,1.0,0.0,-0.0038752604741603136
193,0,0,10,15,1.0,-0.06181216239929199,1.0,0.0,-0.003538207383826375
194,0,0,10,16,1.0,-0.03979218006134033,1.0,0.0,-0.0035158342216163874
195,0,0,10,17,1.0,-0.13319456577301025,1.0,0.0,-0.003677407978102565
196,0,0,10,18,1.0,-0.14388203620910645,1.0,0.0,-0.0037070203106850386
197,0,0,10,19,1.0,-0.20049118995666504,1.0,0.0,-0.003901967080309987
198,0,0,10,20,1.0,-0.2275838851928711,1.0,0.0,-0.004017944447696209
199,0,0,11,1,1.0,-0.20849239826202393,1.0,0.0,-0.0039346907287836075
200,0,0,11,2,1.0,-0.15012800693511963,1.0,0.0,-0.0037253841292113066
201,0,0,11,3,1.0,-0.16863739490509033,1.0,0.0,-0.0037843857426196337
202,0,0,11,4,1.0,-0.21596157550811768,1.0,0.0,-0.003966393880546093
