envName,count,mean,std,min,25%,50%,75%,max
Perfect,7199.0,1.0047170881397742,0.148200594474137,1.0,1.0,1.0,1.0,8.569713115692139
Open,7200.0,9.908671816885471,1.1022801651403036,1.0,9.10127007961273,9.568361222743988,10.645572423934937,13.48542058467865
Suburban,7200.0,18.445857209099664,3.6167376228445067,9.234850406646729,15.525844067335129,16.608875930309296,22.891780763864517,25.97835493087769
DenseUrban,7201.0,30.355714803850496,6.48988713327413,15.868914365768433,25.660751700401303,26.114392518997192,39.07780838012695,42.11714899539948
