envId,static_exceedance,sac_exceedance,envName
0,0.0,0.0,Perfect
1,0.08517543859649122,0.08714181286549705,Open
2,0.27207602339181286,0.07967105263157892,Suburban
3,0.5163011695906433,0.09299147048290074,DenseUrban
