step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
392,0,0,20,14,50.0,1.9999995231628418,50.0,0.0,-0.09249998092651596
393,0,0,20,15,50.0,2.0,50.0,0.0,-0.0925
394,0,0,20,16,50.0,2.0,50.0,0.0,-0.0925
395,0,0,20,17,50.0,2.0,50.0,0.0,-0.0925
396,0,0,20,18,50.0,2.0,50.0,0.0,-0.0925
397,0,0,20,19,50.0,2.0,50.0,0.0,-0.0925
398,0,0,20,20,50.0,2.0,50.0,0.0,-0.0925
399,0,0,21,1,50.0,2.0,50.0,0.0,-0.0925
400,0,0,21,2,50.0,2.0,50.0,0.0,-0.0925
401,0,0,21,3,50.0,2.0,50.0,0.0,-0.0925
402,0,0,21,4,50.0,2.0,50.0,0.0,-0.0925
403,0,0,21,5,50.0,2.0,50.0,0.0,-0.0925
404,0,0,21,6,50.0,2.0,50.0,0.0,-0.0925
405,0,0,21,7,50.0,2.0,50.0,0.0,-0.0925
406,0,0,21,8,50.0,2.0,50.0,0.0,-0.0925
407,0,0,21,9,50.0,2.0,50.0,0.0,-0.0925
408,0,0,21,10,50.0,2.0,50.0,0.0,-0.0925
409,0,0,21,11,50.0,2.0,50.0,0.0,-0.0925
410,0,0,21,12,50.0,2.0,50.0,0.0,-0.0925
411,0,0,21,13,50.0,1.9999866485595703,50.0,0.0,-0.09249946594416543
412,0,0,21,14,50.0,1.9999992847442627,50.0,0.0,-0.09249997138977563
413,0,0,21,15,50.0,2.0,50.0,0.0,-0.0925
414,0,0,21,16,50.0,2.0,50.0,0.0,-0.0925
415,0,0,21,17,50.0,2.0,50.0,0.0,-0.0925
416,0,0,21,18,50.0,2.0,50.0,0.0,-0.0925
417,0,0,21,19,50.0,2.0,50.0,0.0,-0.0925
