envId,envName,count,mean,std,min,median,max
0,Perfect,7199,0.0,0.0,0.0,0.0,0.0
1,Open,7200,0.08714181286549705,0.07087176395167895,0.0,0.0526315789473684,0.8421052631578947
2,Suburban,7200,0.07967105263157892,0.06809501909836604,0.0,0.0526315789473684,0.5263157894736842
3,DenseUrban,7201,0.09299147048290074,0.07250391595296456,0.0,0.1052631578947368,0.5789473684210527
