envId,static_exceedance,sac_exceedance,mean_sac_threshold,envName,improvement,percent_reduction
0,0.0,0.0,1.0047170881397742,Perfect,0.0,
1,0.0851754385964912,0.08714181286549705,9.908671816885471,Open,-0.001966374269005852,-2.3086165465156254
2,0.2720760233918128,0.07967105263157892,18.445857209099664,Suburban,0.19240497076023388,70.71735626007523
3,0.5163011695906432,0.09299147048290074,30.355714803850496,DenseUrban,0.42330969910774247,81.98890958224435
