envId,envName,count,mean,std,min,median,max
0,Perfect,7199,1.0047170881397742,0.14820059447413672,1.0,1.0,8.569713115692139
1,Open,7200,9.908671816885471,1.1022801651402894,1.0,9.568361222743988,13.48542058467865
2,Suburban,7200,18.445857209099664,3.61673762284453,9.234850406646729,16.608875930309296,25.97835493087769
3,DenseUrban,7201,30.355714803850496,6.489887133274128,15.868914365768433,26.114392518997192,42.11714899539948
