envId,threshold,mean_exceedance,std_exceedance,mean_reward,rows
0,2,0.0,0.0,-0.0045000000000000005,7200
1,12,0.05221491228070175,0.06187143352346544,-0.015832448445675593,7200
2,20,0.06151315789473684,0.06809312607435661,-0.024768582640812564,7200
3,30,0.09124269005847953,0.07828493650154077,-0.03782863958140966,7200
